,fingerprint_index,SMILES,weight,selected,above_threshold_occurence,norm_weight,above_threshold_occurance
601571203,331,[CH3][CH2][CH2][N+]([CH2])([CH2])[CH2],,False,,,True
2364571958,332,[CH3][CH2][CH2][N+],,False,,,True
4069203290,333,[c][CH2][N+],,False,,,True
2328568947,334,[cH][c]([cH])[CH2],,False,,,True
1727992030,335,[c][CH2][N+]([CH3])([CH3])[CH2][CH2],,False,,,True
2276646713,336,[cH][c]([cH])[CH2][N+]([CH2])([CH3])[CH3],,False,,,True
2081709571,337,[cH][cH][c]([cH][cH])[CH2][N+],,False,,,True
543723298,338,[cH][cH][cH][c]([cH])[CH2],,False,,,True
738555982,339,[c][cH][cH][cH][cH],,False,,,True
2337666094,340,[c][cH][cH][cH][cH],,False,,,True
3517547412,341,[NH2+],,False,,,False
1488711112,342,[CH2][CH2][NH2+],,False,,,False
2948379083,343,[CH2][NH2+][CH2],,False,,,False
2574349132,344,[CH2][CH2][CH2][CH2][NH2+],,False,,,False
3316109898,345,[CH2][CH2][NH2+][CH2][CH2],,False,,,False
1246114403,346,[CH2][NH2+][CH2][CH2][OH],0.8369089160734734,True,,0.10895626037374724,True
3241746864,347,[NH2+][CH2][CH2][OH],,False,,,False
2935783901,348,[NH+],,False,,,False
3728198525,349,[CH2][CH2][NH+],,False,,,False
2067180195,350,[CH2][NH+][CH2],,False,,,False
4242421432,351,[CH2][CH2][CH2][CH2][NH+],,False,,,False
1310335162,352,[CH2][CH2][NH+][CH2][CH2],,False,,,False
2761319492,353,[NH+][CH2][CH2][OH],,False,,,False
2873723388,354,[N+],,False,,,False
1524886116,355,[CH2][CH2][N+],,False,,,False
2891160432,356,[CH2][N+][CH2],,False,,,False
992569083,357,[CH2][CH2][CH2][CH2][N+],,False,,,False
1735785154,358,[CH2][CH2][N+][CH2][CH2],,False,,,False
1667314695,359,[N+][CH2][CH2][OH],,False,,,False
299052931,360,[O-],,False,,,True
3008208262,361,[Na+],0.2000875978626009,True,,0.07271621341213833,True
3595170736,362,[C][CH]([CH])[NH],,False,,,False
3936552113,363,[CH][C](=[O])[O-],0.5448045412536887,True,,0.08213237488273568,True
1329817643,364,[C][O-],,False,,,True
2808449178,365,[CH][CH]([CH3])[CH3],,False,,,False
2596810686,366,[Na+],0.2000875978626009,True,,0.07271621341213833,True
734009848,367,[C][CH]([CH])[NH][C]([CH2])=[O],,False,,,False
900855539,368,[C][NH][CH]([C](=[O])[O-])[CH]([CH3])[CH3],,False,,,False
3153646537,369,[CH][CH]([NH])[C](=[O])[O-],,False,,,False
2059505565,370,[C][CH]([NH])[CH]([CH3])[CH3],,False,,,False
3427947122,371,[CH][CH2][CH],,False,,,False
2272068275,372,[C][NH][CH]([CH2][CH])[C](=[O])[O-],,False,,,False
3633011374,373,[C][CH]([NH])[CH2][CH]([CH3])[CH3],,False,,,False
2168720123,374,[CH][CH2][CH]([CH3])[CH3],,False,,,False
3663967044,375,[CH2][CH]([NH])[C](=[O])[O-],,False,,,False
4105193000,376,[S],,False,,,True
550181108,377,[O-],,False,,,True
1782541611,378,[CH2][CH2][S],,False,,,True
220507427,379,[CH2][S](=[O])(=[O])[O-],0.32854274646302795,True,,0.08381946289313288,True
1100932890,380,[O]=[S],,False,,,True
2755706548,381,[O-][S],,False,,,True
1123550740,382,[CH2][CH2][CH2][CH2][S],0.41500914325761057,True,,0.07706526320379056,True
3151805240,383,[CH2][CH2][CH2][S](=[O])(=[O])[O-],,False,,,True
3300213642,384,[CH2][CH2][S](=[O])(=[O])[O-],,False,,,True
297985192,385,[Li+],,False,,,True
3938820313,386,[Li+],,False,,,True
753708477,387,[NH4+],,False,,,False
1796912973,388,[NH4+],,False,,,False
2410483893,389,[K+],,False,,,True
182369815,390,[K+],,False,,,True
768228683,391,[CH2][O][S],,False,,,True
1255275843,392,[O]=[S](=[O])([O-])[O],,False,,,True
4249255335,393,[CH2][CH2][CH2][O][S],0.7349270850910361,True,,0.07790211521557519,True
355116648,394,[CH2][CH2][O][S](=[O])(=[O])[O-],,False,,,True
1650069182,395,[CH2][O][S](=[O])(=[O])[O-],,False,,,True
2448537353,396,[CH][O][S],,False,,,True
2726060002,397,[CH3][N+]([CH3])([CH3])[CH3],,False,,,False
2463844915,398,[CH2][CH2][CH]([CH2][CH3])[O][S],,False,,,True
3862357161,399,[CH2][CH]([CH2])[O][S](=[O])(=[O])[O-],,False,,,True
63008307,400,[CH][O][S](=[O])(=[O])[O-],,False,,,True
3882811079,401,[O]=[S](=[O])([O-])[CH2][CH2][O],,False,,,False
3132304839,402,[O][CH2][CH2][O][S],,False,,,True
2078433738,403,[CH2][CH]([CH2])[CH2],-0.24859142500414844,True,,-0.04192293980534919,True
1760521815,404,[CH2][CH2][CH2][CH]([CH2])[CH2],-0.23667643106801178,True,,-0.06507174613652013,True
1226503657,405,[CH2][CH2][CH]([CH2][CH2])[CH2][O],,False,,,False
2856314907,406,[CH][CH2][O][CH2][CH2],,False,,,False
573136012,407,[C][CH2][S],,False,,,True
3325958671,408,[CH2][CH2][O][C]([CH2])=[O],,False,,,True
3707818334,409,[CH2][O][C](=[O])[CH2][S],,False,,,True
510030028,410,[O]=[C]([O])[CH2][S](=[O])(=[O])[O-],,False,,,True
3560131499,411,[C][CH2][S](=[O])(=[O])[O-],,False,,,True
3342516897,412,[C][CH2][CH],,False,,,True
2850048104,413,[C][CH]([CH2])[S],,False,,,True
4050702196,414,[CH][S](=[O])(=[O])[O-],,False,,,True
1493468537,415,[CH3][CH2][CH2][CH2][O],,False,,,False
2992371772,416,[CH][CH2][C](=[O])[O][CH2],,False,,,True
1288328556,417,[C][CH]([S])[CH2][C](=[O])[O],,False,,,True
425444820,418,[C][CH2][CH]([C](=[O])[O])[S](=[O])(=[O])[O-],,False,,,True
152678003,419,[CH2][O][C](=[O])[CH]([CH2])[S],,False,,,True
3514928528,420,[CH3][CH2][CH2][CH2][O],0.22424029043087648,True,,0.02376942324687395,True
2220194061,421,[C][CH]([CH2])[S](=[O])(=[O])[O-],,False,,,True
2855826321,422,[CH2][CH2][CH2][CH2][O],-0.6164466155854675,True,,-0.06534321056576911,True
3936359883,423,[CH3][CH2][CH2][CH2][CH],,False,,,False
1565451838,424,[CH2][CH2][CH]([CH2][CH3])[CH2][O],,False,,,False
4268782461,425,[CH3][CH2][CH]([CH2])[CH2],,False,,,False
553213936,426,[C][O][CH2][CH]([CH2])[CH2],,False,,,False
518466049,427,[CH3][CH2][CH]([CH2][CH2])[CH2][O],,False,,,False
4053579172,428,[CH3][CH2][O],,False,,,False
1927845836,429,[C][CH]([S])[CH2][CH2][CH2],,False,,,True
2747458573,430,[CH2][CH2][CH]([C](=[O])[O])[S](=[O])(=[O])[O-],,False,,,True
3557005528,431,[CH3][CH2][O][C]([CH])=[O],,False,,,False
2343391181,432,[C][O][CH2][CH3],,False,,,False
409074285,433,[C][C](=[O])[O-],,False,,,True
1941705043,434,[C][C]([C])([F])[F],,False,,,True
1436299308,435,[C][C]([F])([F])[C](=[O])[O-],,False,,,True
1423920253,436,[C][C]([F])([F])[C]([F])([F])[C](=[O])[O-],,False,,,True
1823376796,437,[C][C]([F])([F])[C]([F])([F])[C]([C])([F])[F],,False,,,True
3061323822,438,[C][C]([C])([C])[F],,False,,,False
2915873875,439,[C][C]([C])([F])[C]([F])([F])[C]([C])([F])[F],,False,,,False
1280995596,440,[C][C]([F])([F])[C]([F])([C]([F])([F])[F])[C]([F])([F])[F],,False,,,False
1870927495,441,[C][C]([C])([F])[C]([F])([F])[F],,False,,,False
4200026401,442,[C][S](=[O])(=[O])[O-],,False,,,False
613057285,443,[C][C]([F])([F])[S],,False,,,False
2414494037,444,[C][C]([F])([F])[S](=[O])(=[O])[O-],,False,,,False
4020023642,445,[C][C]([F])([F])[C]([F])([F])[S](=[O])(=[O])[O-],,False,,,False
1927857234,446,[C][C]([F])([F])[C]([F])([F])[C]([F])([F])[S],,False,,,False
2879202520,447,[C][O][CH3],,False,,,False
3164684173,448,[CH3][O],,False,,,False
1110801418,449,[CH3][O][C](=[O])[CH]([CH2])[S],,False,,,False
21795118,450,[CH3][O][C]([CH])=[O],,False,,,False
55646448,451,[C][CH2][N+],,False,,,True
1452838643,452,[CH2][C](=[O])[O-],,False,,,True
3384509081,453,[C][CH2][N+]([CH3])([CH3])[CH2][CH2],,False,,,True
262658034,454,[CH2][N+]([CH3])([CH3])[CH2][C](=[O])[O-],,False,,,True
915722537,455,[N+][CH2][C](=[O])[O-],,False,,,True
978128332,456,[C][CH2][CH2][CH2][N+],,False,,,False
2132378175,457,[CH2][CH2][CH2][C](=[O])[O-],0.361613100231202,True,,0.038330911962760145,True
2954812163,458,[CH2][CH2][C](=[O])[O-],0.361613100231202,True,,0.038330911962760145,True
2498501041,459,[C][CH]([CH2])[n+],,False,,,True
127047794,460,[cH][n+]([cH])[CH],,False,,,True
1727373092,461,[C][CH]([n+])[CH2][CH2][CH2],,False,,,True
2317303029,462,[cH][n+]([cH])[CH]([CH2][CH2])[C](=[O])[O-],,False,,,True
1766021025,463,[CH2][CH]([n+])[C](=[O])[O-],,False,,,True
694023930,464,[C][CH]([CH2])[n+]([cH][cH])[cH][cH],,False,,,True
928501617,465,[cH][cH][cH][n+]([cH])[CH],,False,,,True
1836818330,466,[N+][CH2][CH2][CH2][S],,False,,,True
